Tourpedia_id,original_id,Foursquare_url,Foursquare_users_count,Foursquare_checkins_count,Foursquare_tip_count,Foursquare_likes
83523,4adcda0af964a520623421e3,https://foursquare.com/v/centre-pompidou--mus%C3%A9e-national-dart-moderne/4adcda0af964a520623421e3,22414,32289,218,608
83527,4adcda0bf964a520823421e3,https://foursquare.com/v/%C3%A9glise-sainteanne-de-la-butteauxcailles/4adcda0bf964a520823421e3,119,466,0,1
83528,4adcda0bf964a520853421e3,https://foursquare.com/v/%C3%A9glise-saintchristophe-de-javel/4adcda0bf964a520853421e3,45,166,0,0
83529,4adcda0bf964a520883421e3,https://foursquare.com/v/%C3%A9glise-saintl%C3%A9on/4adcda0bf964a520883421e3,25,33,0,0
83531,4adcda0bf964a520973421e3,https://foursquare.com/v/%C3%A9glise-albert-le-grand/4adcda0bf964a520973421e3,6,7,0,0
83532,4adcda0bf964a520983421e3,https://foursquare.com/v/%C3%A9glise-saintfran%C3%A7oisdesales/4adcda0bf964a520983421e3,29,75,0,0
83541,4adcda0cf964a520b53421e3,https://foursquare.com/v/%C3%A9glise-saintjeanbosco-paris-%C3%AEledefrance/4adcda0cf964a520b53421e3,25,34,0,0
83542,4adcda0cf964a520b83421e3,https://foursquare.com/v/%C3%A9glise-saintantoine-de-padoue/4adcda0cf964a520b83421e3,58,168,1,2
83546,4adcda0cf964a520cc3421e3,https://foursquare.com/v/%C3%A9glise-de-mariem%C3%A9diatricedetouteslesgr%C3%A2ces/4adcda0cf964a520cc3421e3,17,28,0,0
83547,4adcda0cf964a520cd3421e3,https://foursquare.com/v/%C3%A9glise-de-la-trinit%C3%A9/4adcda0cf964a520cd3421e3,1024,1856,4,5
83548,4adcda0cf964a520ce3421e3,https://foursquare.com/v/%C3%A9glise-r%C3%A9form%C3%A9e-de-passy-annonciation-paris-france/4adcda0cf964a520ce3421e3,34,104,0,0
83549,4adcda0cf964a520d53421e3,https://foursquare.com/v/%C3%A9glise-saintlambert-de-vaugirard-paris-%C3%AEledefrance/4adcda0cf964a520d53421e3,66,100,1,0
83550,4adcda0cf964a520d73421e3,https://foursquare.com/v/%C3%A9glise-saintphilippe-du-roule/4adcda0cf964a520d73421e3,97,195,1,0
83551,4adcda0cf964a520d83421e3,https://foursquare.com/v/%C3%A9glise-saintpierredemontrouge/4adcda0cf964a520d83421e3,189,657,2,0
83552,4adcda0cf964a520d93421e3,https://foursquare.com/v/%C3%A9glise-saintpierredugroscaillou/4adcda0cf964a520d93421e3,77,194,0,1
83553,4adcda0cf964a520da3421e3,https://foursquare.com/v/%C3%A9glise-saintserge/4adcda0cf964a520da3421e3,39,121,2,0
83554,4adcda0cf964a520db3421e3,https://foursquare.com/v/%C3%A9glise-saintaugustin/4adcda0cf964a520db3421e3,468,730,2,2
83555,4adcda0cf964a520de3421e3,https://foursquare.com/v/%C3%A9glise-sainteodile-paris-%C3%AEledefrance/4adcda0cf964a520de3421e3,41,83,0,1
83556,4adcda0cf964a520df3421e3,https://foursquare.com/v/%C3%A9glise-saintfran%C3%A7ois-xavier/4adcda0cf964a520df3421e3,235,386,4,2
83557,4adcda0cf964a520e03421e3,https://foursquare.com/v/%C3%A9glise-sainthonor%C3%A9-deylau/4adcda0cf964a520e03421e3,75,130,1,0
83558,4adcda0cf964a520e13421e3,https://foursquare.com/v/%C3%A9glise-saintpierre-de-montmartre/4adcda0cf964a520e13421e3,422,474,1,9
83559,4adcda0cf964a520e33421e3,https://foursquare.com/v/%C3%A9glise-saintdenisdusaintsacrement/4adcda0cf964a520e33421e3,71,98,3,1
83561,4adcda0cf964a520e53421e3,https://foursquare.com/v/%C3%A9glise-saint-jeanbaptiste-de-belleville/4adcda0cf964a520e53421e3,142,394,2,1
83562,4adcda0cf964a520e63421e3,https://foursquare.com/v/%C3%A9glise-saintjeanbaptiste-de-grenelle/4adcda0cf964a520e63421e3,93,226,0,0
83563,4adcda0cf964a520e83421e3,https://foursquare.com/v/%C3%A9glise-saintemarie-des-batignolles-paris-%C3%AEledefrance/4adcda0cf964a520e83421e3,192,449,3,1
83564,4adcda0cf964a520ea3421e3,https://foursquare.com/v/eglise-su%C3%A9doise-svenska-kirkan/4adcda0cf964a520ea3421e3,62,154,1,0
83568,4adcda0cf964a520f13421e3,https://foursquare.com/v/%C3%A9glise-notredame-de-lorette/4adcda0cf964a520f13421e3,950,2346,9,5
83569,4adcda0cf964a520f73421e3,https://foursquare.com/v/jardin-catherine-labour%C3%A9/4adcda0cf964a520f73421e3,262,534,6,2
83573,4adcda0cf964a520ff3421e3,https://foursquare.com/v/pavillon-paul-delouvrier/4adcda0cf964a520ff3421e3,45,45,1,0
83583,4adcda0ef964a5203a3521e3,https://foursquare.com/v/place-de-rungis/4adcda0ef964a5203a3521e3,166,1357,2,1
83585,4adcda0ef964a5203d3521e3,https://foursquare.com/v/square-danvers/4adcda0ef964a5203d3521e3,1062,2742,5,7
83586,4adcda0ef964a520403521e3,https://foursquare.com/v/place-jeanne-darc/4adcda0ef964a520403521e3,204,925,1,2
83587,4adcda0ef964a520413521e3,https://foursquare.com/v/place-de-la-r%C3%A9union/4adcda0ef964a520413521e3,115,725,2,2
83596,4adcda0ef964a5204f3521e3,https://foursquare.com/v/mus%C3%A9e-national-picasso/4adcda0ef964a5204f3521e3,202,471,12,8
83601,4adcda0ff964a520623521e3,https://foursquare.com/v/mus%C3%A9e-guimet-mus%C3%A9e-national-des-arts-asiatiques/4adcda0ff964a520623521e3,744,1123,18,26
83609,4adcda10f964a520873521e3,https://foursquare.com/v/artcurial-paris-%C3%AEledefrance/4adcda10f964a520873521e3,557,886,14,7
83612,4adcda10f964a520923521e3,https://foursquare.com/v/fondation-henri-cartierbresson/4adcda10f964a520923521e3,409,897,14,15
83615,4adcda10f964a5209b3521e3,https://foursquare.com/v/mus%C3%A9e-national-du-moyen%C3%A2ge/4adcda10f964a5209b3521e3,1026,1339,32,28
83619,4adcda10f964a520bb3521e3,https://foursquare.com/v/cit%C3%A9-de-larchitecture-et-du-patrimoine/4adcda10f964a520bb3521e3,1302,1666,22,20
83720,4adcda16f964a520193821e3,https://foursquare.com/v/pelouse-de-reuilly/4adcda16f964a520193821e3,204,598,4,0
83756,4adcda21f964a520fe3921e3,https://foursquare.com/v/viaduc-des-arts/4adcda21f964a520fe3921e3,250,922,5,8
83765,4adcda22f964a520373a21e3,https://foursquare.com/v/%C3%A9glise-orthodoxe-serbe/4adcda22f964a520373a21e3,23,128,1,0
83768,4adcda22f964a5203d3a21e3,https://foursquare.com/v/salle-saint-bruno/4adcda22f964a5203d3a21e3,10,13,0,0
83792,4af30bd2f964a52017ea21e3,https://foursquare.com/v/chapelle-notredame-de-la-m%C3%A9daille-miraculeuse/4af30bd2f964a52017ea21e3,422,524,9,10
83797,4af3ffa0f964a520caef21e3,https://foursquare.com/v/place-gambetta/4af3ffa0f964a520caef21e3,1442,7177,6,10
83842,4b02f691f964a5207b4b22e3,https://foursquare.com/v/place-du-march%C3%A9-sainthonor%C3%A9/4b02f691f964a5207b4b22e3,2459,5432,21,27
83860,4b071505f964a520dcf622e3,https://foursquare.com/v/place-du-palais-royal/4b071505f964a520dcf622e3,2936,5165,11,22
83899,4b115ed4f964a520157b23e3,https://foursquare.com/v/place-des-abbesses/4b115ed4f964a520157b23e3,2351,5723,13,33
84033,4b291899f964a5209f9824e3,https://foursquare.com/v/place-de-l%C3%A9toile/4b291899f964a5209f9824e3,4008,9903,13,70
84045,4b2b184ff964a52060b424e3,https://foursquare.com/v/place-de-breteuil/4b2b184ff964a52060b424e3,607,2340,1,5
84071,4b2e27a0f964a5200add24e3,https://foursquare.com/v/basilique-sainteclotilde-paris-%C3%AEledefrance/4b2e27a0f964a5200add24e3,258,565,6,3
84128,4b3f3cbdf964a520d4a425e3,https://foursquare.com/v/place-saintfargeau/4b3f3cbdf964a520d4a425e3,209,1208,2,1
84133,4b3f87e1f964a52082a825e3,https://foursquare.com/v/%C3%A9glise-sainteustache/4b3f87e1f964a52082a825e3,1024,1442,18,10
84138,4b408661f964a520bbb825e3,https://foursquare.com/v/place-des-victoires/4b408661f964a520bbb825e3,838,2539,8,13
84187,4b4892d4f964a5209a4f26e3,https://foursquare.com/v/place-de-clichy-paris-%C3%AEledefrance/4b4892d4f964a5209a4f26e3,3557,12924,15,31
84192,4b48c67ff964a520705626e3,https://foursquare.com/v/cour-de-rome/4b48c67ff964a520705626e3,1017,2363,4,8
84196,4b49bbf0f964a520fa7226e3,https://foursquare.com/v/place-de-la-r%C3%A9publique/4b49bbf0f964a520fa7226e3,6948,20677,28,106
84197,4b49c699f964a520777326e3,https://foursquare.com/v/street-art--rue-d%C3%A9noyez/4b49c699f964a520777326e3,111,192,6,8
84235,4b4cd5eef964a520eac026e3,https://foursquare.com/v/espace-culturel-louis-vuitton-paris-%C3%AEledefrance/4b4cd5eef964a520eac026e3,787,1347,13,28
84301,4b530376f964a520958c27e3,https://foursquare.com/v/%C3%A9glise-saintnicolas-du-chardonnet/4b530376f964a520958c27e3,96,322,2,2
84453,4b600654f964a5208ed329e3,https://foursquare.com/v/place-cambronne/4b600654f964a5208ed329e3,896,3216,3,6
84563,4b68830ef964a520127d2be3,https://foursquare.com/v/paroisse-saint-fran%C3%A7ois-de-molitor/4b68830ef964a520127d2be3,13,17,0,0
84576,4b69cacdf964a52087b42be3,https://foursquare.com/v/au-coeur-des-batignolles/4b69cacdf964a52087b42be3,90,498,0,2
84593,4b6af5d6f964a5200ee92be3,https://foursquare.com/v/institut-su%C3%A9dois--svenska-institutet-i-paris/4b6af5d6f964a5200ee92be3,709,1290,16,28
84631,4b6d8ff1f964a520c87c2ce3,https://foursquare.com/v/square-boucicaut/4b6d8ff1f964a520c87c2ce3,554,1139,1,4
84632,4b6d9095f964a520e37c2ce3,https://foursquare.com/v/place-de-la-madeleine/4b6d9095f964a520e37c2ce3,4521,10292,11,42
84672,4b70630df964a52021172de3,https://foursquare.com/v/porte-dauteuil/4b70630df964a52021172de3,1077,4422,5,4
84673,4b706324f964a52026172de3,https://foursquare.com/v/porte-molitor/4b706324f964a52026172de3,199,718,0,0
84719,4b744901f964a52090d22de3,https://foursquare.com/v/porte-de-la-muette/4b744901f964a52090d22de3,455,1136,2,2
84772,4b78416bf964a520f5bf2ee3,https://foursquare.com/v/%C3%A9glise-saint-%C3%A9loi/4b78416bf964a520f5bf2ee3,26,37,0,0
84851,4b7d977ef964a5209fc82fe3,https://foursquare.com/v/place-du-ch%C3%A2telet/4b7d977ef964a5209fc82fe3,3489,6134,14,34
84857,4b7e3eb1f964a5201ae72fe3,https://foursquare.com/v/pont-de-lalma/4b7e3eb1f964a5201ae72fe3,2574,5824,12,16
84951,4b86b7c8f964a520679831e3,https://foursquare.com/v/place-victor-et-h%C3%A9l%C3%A8ne-basch/4b86b7c8f964a520679831e3,546,3317,4,5
84982,4b89596ef964a520dd2d32e3,https://foursquare.com/v/march%C3%A9-saintpierre-paris-%C3%AEledefrance/4b89596ef964a520dd2d32e3,839,1620,8,3
85044,4b8f8192f964a5207a5633e3,https://foursquare.com/v/place-des-vins-de-france/4b8f8192f964a5207a5633e3,173,386,2,1
85084,4b9319e1f964a5201a3534e3,https://foursquare.com/v/place-de-mexico/4b9319e1f964a5201a3534e3,461,1493,3,10
85088,4b939e13f964a5206d4a34e3,https://foursquare.com/v/square-saintm%C3%A9dard/4b939e13f964a5206d4a34e3,331,676,2,3
85091,4b93c3c6f964a5207c5034e3,https://foursquare.com/v/pavillon-de-larsenal-paris-%C3%AEledefrance/4b93c3c6f964a5207c5034e3,504,860,7,11
85122,4b9756d9f964a520230035e3,https://foursquare.com/v/place-%C3%A9dith-piaf/4b9756d9f964a520230035e3,372,1631,3,5
85170,4b9a9ab7f964a5209cc535e3,https://foursquare.com/v/porte-de-montreuil/4b9a9ab7f964a5209cc535e3,795,2830,1,5
85185,4b9bb30ff964a520661b36e3,https://foursquare.com/v/place-du-commerce/4b9bb30ff964a520661b36e3,619,1989,1,6
85203,4b9cf7c9f964a520628536e3,https://foursquare.com/v/la-maison-demile-zola/4b9cf7c9f964a520628536e3,11,18,0,0
85204,4b9d1a10f964a520b78f36e3,https://foursquare.com/v/square-des-saint-simoniens/4b9d1a10f964a520b78f36e3,82,162,1,1
85205,4b9d1b8ff964a520539036e3,https://foursquare.com/v/trinity-church/4b9d1b8ff964a520539036e3,16,38,1,0
85253,4ba0d8a8f964a520d58137e3,https://foursquare.com/v/place-octave-chanute/4ba0d8a8f964a520d58137e3,11,131,0,0
85273,4ba29193f964a5201e0538e3,https://foursquare.com/v/passerelle-l%C3%A9opolds%C3%A9darsenghor/4ba29193f964a5201e0538e3,809,1117,8,9
85294,4ba3fec3f964a5209b7538e3,https://foursquare.com/v/place-vauban/4ba3fec3f964a5209b7538e3,400,991,3,3
85301,4ba4e779f964a52036c138e3,https://foursquare.com/v/square-alboni/4ba4e779f964a52036c138e3,49,102,1,3
85319,4ba62686f964a5204f3739e3,https://foursquare.com/v/temple-de-ganesh/4ba62686f964a5204f3739e3,100,273,0,2
85345,4ba8b650f964a520f5e839e3,https://foursquare.com/v/jardin-du-palais-royal/4ba8b650f964a520f5e839e3,2686,5306,29,62
85400,4bacfab6f964a520b5203be3,https://foursquare.com/v/place-victor-hugo/4bacfab6f964a520b5203be3,1523,5626,4,12
85403,4bad0a5bf964a52075273be3,https://foursquare.com/v/%C3%A9glise-saintemarguerite/4bad0a5bf964a52075273be3,24,58,1,0
85417,4bae2c6df964a5209d8d3be3,https://foursquare.com/v/tombe-de-jim-morrison/4bae2c6df964a5209d8d3be3,1129,1783,14,14
85533,4bb9c2421261d13aaacfe998,https://foursquare.com/v/jardin-du-pr%C3%A9-catelan/4bb9c2421261d13aaacfe998,160,243,2,2
85536,4bb9d0021261d13a40dbe998,https://foursquare.com/v/tombe-dedith-piaf/4bb9d0021261d13a40dbe998,145,255,1,3
85537,4bb9d6d9b35776b0c82fca01,https://foursquare.com/v/tombe-doscar-wilde/4bb9d6d9b35776b0c82fca01,304,382,6,8
85578,4bbd74e4a8cf76b08fdfb1fd,https://foursquare.com/v/porte-de-bagnolet/4bbd74e4a8cf76b08fdfb1fd,346,788,0,0
85607,4bbf4a94ba9776b03ed4fec8,https://foursquare.com/v/promenade-p%C3%A9reire/4bbf4a94ba9776b03ed4fec8,186,597,2,3
85628,4bc07f772a89ef3b2a91f088,https://foursquare.com/v/place-de-la-contrescarpe/4bc07f772a89ef3b2a91f088,1629,3658,14,30
85631,4bc0914574a9a593eb31d0f6,https://foursquare.com/v/square-de-la-baleine/4bc0914574a9a593eb31d0f6,60,481,1,1
85632,4bc099332a89ef3bafbaf088,https://foursquare.com/v/temple-kagyu-dzong/4bc099332a89ef3bafbaf088,38,46,1,0
85644,4bc17103f8219c74e37bb310,https://foursquare.com/v/eglise-saintcharles/4bc17103f8219c74e37bb310,5,5,0,0
85659,4bc2fa1dabf495213e19c393,https://foursquare.com/v/place-franz-liszt/4bc2fa1dabf495213e19c393,388,1165,4,9
85660,4bc2ff80461576b0e8007e32,https://foursquare.com/v/place-de-lalma-paris-%C3%AEledefrance/4bc2ff80461576b0e8007e32,1005,2779,1,11
85686,4bc4f5765e0ab71397c045eb,https://foursquare.com/v/place-jacques-froment/4bc4f5765e0ab71397c045eb,108,846,1,0
85724,4bc8462aaf07a5935f87802d,https://foursquare.com/v/place-de-lod%C3%A9on-paris-%C3%AEledefrance/4bc8462aaf07a5935f87802d,533,1284,1,3
85797,4bcae3ec937ca593289aa892,https://foursquare.com/v/pont-de-birhakeim/4bcae3ec937ca593289aa892,1795,4021,9,15
85804,4bcb06eefb84c9b668051e3e,https://foursquare.com/v/square-martin-nadaud/4bcb06eefb84c9b668051e3e,111,421,1,1
85813,4bcc1fbf68f976b0d41e6283,https://foursquare.com/v/porte-de-gentilly/4bcc1fbf68f976b0d41e6283,247,718,1,0
85819,4bcc722ecc8cd13a01e3c0cf,https://foursquare.com/v/place-des-ternes/4bcc722ecc8cd13a01e3c0cf,1597,6791,4,16
85868,4bcff75541b9ef3b5563f9e5,https://foursquare.com/v/place-saintferdinand/4bcff75541b9ef3b5563f9e5,421,2356,1,5
85878,4bd0684b046076b0bbdb6f71,https://foursquare.com/v/jardins-du-carrousel/4bd0684b046076b0bbdb6f71,2037,2635,7,15
85885,4bd097ef9854d13a6208f84d,https://foursquare.com/v/%C3%A9glise-saintjosephdesnations-paris-%C3%AEledefrance/4bd097ef9854d13a6208f84d,65,220,0,0
85905,4bd1d03d462cb71366e8da07,https://foursquare.com/v/pont-de-la-tournelle-paris-%C3%AEledefrance/4bd1d03d462cb71366e8da07,424,671,3,6
85906,4bd1d6a841b9ef3b2ab5fce5,https://foursquare.com/v/%C3%A9glise-saintnicolasdeschamps/4bd1d6a841b9ef3b2ab5fce5,110,165,0,1
85907,4bd1daed046076b0dea47271,https://foursquare.com/v/jardin-des-grands-explorateurs-marco-polo-et-cavelierdelasalle/4bd1daed046076b0dea47271,470,779,3,5
85918,4bd2ecc09854d13a027efc4d,https://foursquare.com/v/jardin-du-carr%C3%A9-baudouin/4bd2ecc09854d13a027efc4d,40,182,0,0
85935,4bd43d5577b29c7402469282,https://foursquare.com/v/pont-saintlouis/4bd43d5577b29c7402469282,1028,1369,5,9
85938,4bd4763f29eb9c74529a91e1,https://foursquare.com/v/lespace-des-blancsmanteaux/4bd4763f29eb9c74529a91e1,787,1219,1,7
85939,4bd47c787b1876b0ff188986,https://foursquare.com/v/place-de-la-bataille-de-stalingrad/4bd47c787b1876b0ff188986,874,2582,7,6
85984,4bd7e03be914a593002652fa,https://foursquare.com/v/place-saintgeorges/4bd7e03be914a593002652fa,718,2354,7,10
86019,4bdad66f5f34b71352013679,https://foursquare.com/v/ladresse--mus%C3%A9e-de-la-poste/4bdad66f5f34b71352013679,398,726,9,10
86025,4bdb1b083904a593a4c8489e,https://foursquare.com/v/paroisse-notre-dame-de-grace-de-passy-paris-%C3%AEledefrance/4bdb1b083904a593a4c8489e,61,178,0,0
86040,4bdd3271f219c9b624321210,https://foursquare.com/v/galerie-de-pal%C3%A9ontologie-et-danatomie-compar%C3%A9e/4bdd3271f219c9b624321210,772,1017,9,14
86051,4bdeb2580d69b7138ffe65d3,https://foursquare.com/v/passage-denfer/4bdeb2580d69b7138ffe65d3,65,231,1,3
86064,4bdfd2b2e75c0f47736acc03,https://foursquare.com/v/place-des-grandes-rigoles/4bdfd2b2e75c0f47736acc03,88,266,1,0
86066,4bdfdba3ffdec9283e50eda1,https://foursquare.com/v/notre-dame-de-bon-conseil/4bdfdba3ffdec9283e50eda1,73,202,1,0
86078,4be1266ba7380f47ab6419b0,https://foursquare.com/v/la-maison-verte/4be1266ba7380f47ab6419b0,26,80,0,1
86085,4be194c98dd062b5b6613e3c,https://foursquare.com/v/h%C3%B4tel-de-sully/4be194c98dd062b5b6613e3c,496,1096,7,11
86115,4be467d32457a5934d2faa15,https://foursquare.com/v/place-maubert-paris-%C3%AEledefrance/4be467d32457a5934d2faa15,795,3405,5,4
86134,4be69641d4f7c9b61ce42620,https://foursquare.com/v/moitie/4be69641d4f7c9b61ce42620,6,20,0,0
86135,4be6ae452457a5938409ad15,https://foursquare.com/v/%C3%A9glise-notredamedauteuil/4be6ae452457a5938409ad15,220,437,1,1
86152,4be91604ee96c9286acefebf,https://foursquare.com/v/porte-dorl%C3%A9ans/4be91604ee96c9286acefebf,2169,7679,12,12
86158,4be980189a54a59364230b11,https://foursquare.com/v/fontaine-des-innocents-paris-%C3%AEledefrance/4be980189a54a59364230b11,1860,3004,7,15
86168,4bea8d9ba9900f4772981640,https://foursquare.com/v/chapelle-sainte-th%C3%A9r%C3%A8se/4bea8d9ba9900f4772981640,24,37,0,0
86184,4bebb7e5b3352d7f12cb56d2,https://foursquare.com/v/porte-de-vincennes-paris-%C3%AEledefrance/4bebb7e5b3352d7f12cb56d2,562,1170,2,3
86189,4bec26a7b3352d7f9d4b57d2,https://foursquare.com/v/place-saintaugustin/4bec26a7b3352d7f9d4b57d2,1174,3320,5,9
86199,4bed798d6e8c20a12e667061,https://foursquare.com/v/%C3%A9glise-saintferdinanddesternes/4bed798d6e8c20a12e667061,131,409,1,1
86207,4bee8e57e8c3c9281ccc9892,https://foursquare.com/v/carrefour-num%C3%A9rique/4bee8e57e8c3c9281ccc9892,87,240,1,1
86213,4beefdf0ea570f4714bc8ed2,https://foursquare.com/v/cour-dhonneur-des-invalides/4beefdf0ea570f4714bc8ed2,788,981,3,4
86241,4bf2c8d882002d7f08f5d0bb,https://foursquare.com/v/carrefour-de-lod%C3%A9on/4bf2c8d882002d7f08f5d0bb,1521,3338,5,7
86245,4bf3cf4f6a31d13a77f9942e,https://foursquare.com/v/pont-de-sully/4bf3cf4f6a31d13a77f9942e,795,1348,4,4
86248,4bf41231e5eba59334341f90,https://foursquare.com/v/place-de-lh%C3%B4tel-de-ville--esplanade-de-la-lib%C3%A9ration/4bf41231e5eba59334341f90,6574,13049,27,89
86301,4bf8ff945317a59303a7007f,https://foursquare.com/v/basilique-notredamedesvictoires/4bf8ff945317a59303a7007f,341,380,3,11
86303,4bf926b94a67c928b86326cf,https://foursquare.com/v/la-falu%C3%A8re/4bf926b94a67c928b86326cf,8,10,0,0
86304,4bf92c75508c0f472f143f31,https://foursquare.com/v/pont-charles-de-gaulle/4bf92c75508c0f472f143f31,618,1998,5,2
86305,4bf92d2a5efe2d7fe1c86b34,https://foursquare.com/v/jardins-pereire/4bf92d2a5efe2d7fe1c86b34,73,355,0,0
86310,4bf981b15317a593a965017f,https://foursquare.com/v/place-sainte-marthe/4bf981b15317a593a965017f,370,1736,1,7
86311,4bfa45ef5ec320a1ce668bd3,https://foursquare.com/v/square-carpeaux/4bfa45ef5ec320a1ce668bd3,167,1017,3,2
86317,4bfa8529b182c9b680677a5a,https://foursquare.com/v/pont-de-la-concorde/4bfa8529b182c9b680677a5a,1232,1884,4,13
86331,4bfc0e92e9d8c92804f8b1c7,https://foursquare.com/v/place-sainteopportune/4bfc0e92e9d8c92804f8b1c7,1083,2996,5,6
86357,4c00046cc30a2d7fbeda111d,https://foursquare.com/v/parvis-de-notredame/4c00046cc30a2d7fbeda111d,3927,5111,21,73
86363,4c00f964ad46c9b6c33a9066,https://foursquare.com/v/place-du-mar%C3%A9chal-juin/4c00f964ad46c9b6c33a9066,667,3116,0,2
86371,4c02add6187ec928cc8eb47b,https://foursquare.com/v/porte-de-saintouen/4c02add6187ec928cc8eb47b,561,1876,2,1
86383,4c04b56e73a8c9b65c7496e0,https://foursquare.com/v/place-martin-nadaud/4c04b56e73a8c9b65c7496e0,117,608,1,0
86402,4c07926bcf8c76b05d273c65,https://foursquare.com/v/les-jardins-de-roland-garros/4c07926bcf8c76b05d273c65,39,231,2,0
86414,4c08f9cf6071a5933b09dd32,https://foursquare.com/v/fondation-louis-vuitton-chantier/4c08f9cf6071a5933b09dd32,93,347,3,3
86417,4c09590332daef3beb734b50,https://foursquare.com/v/mur-de-la-paix/4c09590332daef3beb734b50,759,1070,5,6
86433,4c0bdb5f7e3fc92886e2f582,https://foursquare.com/v/%C3%A9glise-notredamedeschamps-paris-%C3%AEledefrance/4c0bdb5f7e3fc92886e2f582,144,235,0,4
86441,4c0d5e02c700c9b69f4ca2dd,https://foursquare.com/v/porte-de-vanves/4c0d5e02c700c9b69f4ca2dd,94,140,0,0
86456,4c0f37d898102d7f45f7e406,https://foursquare.com/v/place-du-18-juin-1940/4c0f37d898102d7f45f7e406,856,2344,2,4
86465,4c1134176b7e2d7f7fe12835,https://foursquare.com/v/temple-protestant-de-loratoire-du-louvre/4c1134176b7e2d7f7fe12835,148,237,2,5
86479,4c153e63a9c220a10ad8589d,https://foursquare.com/v/la-chapelle-sainte-rita/4c153e63a9c220a10ad8589d,17,63,0,1
86480,4c15478db7b9c928e8b5ac37,https://foursquare.com/v/place-de-la-chapelle/4c15478db7b9c928e8b5ac37,570,1196,0,1
86482,4c1603b2a1010f4739cb4e18,https://foursquare.com/v/square-de-clignancourt/4c1603b2a1010f4739cb4e18,205,1062,5,3
86496,4c1860c54ff90f47ed640e49,https://foursquare.com/v/porte-chaumont/4c1860c54ff90f47ed640e49,77,369,0,0
86498,4c18af3c838020a1a376e461,https://foursquare.com/v/square-rodin/4c18af3c838020a1a376e461,71,338,0,1
86517,4c1cd616b306c9284a7064b7,https://foursquare.com/v/rue-du-pot-de-fer/4c1cd616b306c9284a7064b7,188,395,6,2
