name,rating,review_count,place_link
Lara Diégo - Musee La Villa Des Peintres,4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x12ac38978893038b:0xbeb25af54f32a2ce
Monument à Émile Levassor,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f001e762923:0x87bb88b0bf433966
Square du Vert-Galant,4.5,1482,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e20bf20388b:0x13d90502531bfa9
Collection de Minéraux de Sorbonne Université,4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e5405c3923:0x312ca822e14aa946
Albert-Kahn Museum and Garden,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67b2122a57927:0x2eb59147365d4371
Monument aux Volontaires américains,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe8ac54858f:0xeb9efc8e1481a0b9
Azzedine Alaïa Foundation,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1d38879b8f:0xd0c297c04bdd0eea
Atelier Ergon - Bureau d'études Monuments Historiques,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f1777541a8d:0xbadc61ef549cb182
Musée de la Magie,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fe82261b8d:0x9d75d51c09e28eb
Fondation Louis Vuitton,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6655d45f42a25:0x85d645fc15bab5cd
Curie Museum,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e8378a4d8d:0x70ad8ef3a75309df
Mus'X,4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e679a00f98448d:0x74dca146d3714edc
Monument aux morts de Saint-Ouen-sur-Seine,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f0017606f8d:0x8ff739947ee924a1
Arc de Triomphe,4.7,281348,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fec70fb1d8f:0xd9b5676e112e643d
La Maison des histoires - Bastille,4.8,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6730047d48825:0x2f9a33fc2992ee8b
Edith Piaf Museum,3.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66defcd618325:0xe87625279100efbf
Arab World Institute,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fb2337ed2b:0xbed555c58f020e74
Le Musée en Herbe,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e23228f4f93:0x4a2b26bdd55ec6f6
Marshal Ney Monument,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671c6c0a0772b:0x2b43fc581c4377f9
Porte Saint-Martin,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0e28eff093:0x3d85955d2ca4dda0
Musée Yves Saint Laurent,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe79393f893:0xc8d90b5490d8edcc
Maisons colorées de la rue Crémieux,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67203419be391:0x6468453495818eda
Ennery Museum,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66ff6896afe29:0xbacc3c3f8a569659
Bayeux Tapestry Museum,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x480bacad1e032729:0x533a3a3a2a4b0c16
Les Caves du Louvre,4.6,1979,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e2185ea3629:0x7ce2b711dbf2008c
Colonne de Juillet,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67201aca55d91:0x215f5f5bef3d2fe9
Musée National d'Art Moderne,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fba0bfc5e91:0x79e89a6c670e5276
Monument aux morts 1914-18 d'Ivry-sur-Seine,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6737ca1125929:0x84a8c7e621011c19
Rue du Monument,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60db4acfe7391:0x77a57d827eb419a
Airborne Museum,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x480b792fe049312b:0x8ca508c8a524e349
Place de la Bastille,4.3,25565,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67201aca99229:0x231eb0c967e5eb10
Monument à la Mémoire des Martyrs de la Résistance et de la Déportation,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66590a981632f:0xb5dabfb80b41b14
"Maxim's Art Nouveau ""Collection 1900""",4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fcd5046ff2f:0x85674bdbada80d2d
Palais de la Porte Dorée,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6726075b1c82d:0x97c6b7c8b6e2342
Musée - Librarie du Compagnonnage,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671d99b0bff2d:0x2a0c11009957aeed
Musée de l'Homme,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66ffc9e072c95:0xdeacab05dc637df
Eiffel Tower,4.7,474837,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e2964e34e2d:0x8ddca9ee380ef7e0
Musée de Cluny,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671ddf5e1132f:0x5d66e4a5335b37f
Maison départementale de la Mémoire Militaire (Amis de la Martinerie),4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47fb09ae3fe38a9b:0xfb5877fc2b36e558
Fontaine Saint-Michel,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671de255fbf33:0xbb48b3d09fcc48c4
Musée Vivant du fromage,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6710019d7b29b:0x8348867f183c0f76
The Centquatre-Paris,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66dd66beff731:0xde01738bf54df325
The Thinker,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67029ed211a99:0x2d8e908e33312b38
Hôtel de Comans d'Astry,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fb82114f31:0xf0be25daead6ef24
MAC VAL - Val-de-Marne Contemporary Art Museum,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6739503174c31:0xacdcf3635ce81ceb
Musée de la Contrefaçon,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e665588aaa7731:0x3af52edebd9f0f60
Monument aux morts de Sucy-en-Brie,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60b2a646d8831:0x8d76f34d3df3f675
Bibliothèque de l'Arsenal,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fec953749f:0xa2062f936fe7752d
Colonne Vendôme,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e31ee97979f:0x572f1370e3432ecd
Coulée Verte René-Dumont,4.6,6469,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e672017ad8a49f:0x961dede5aeb1ff83
Halle Saint-Pierre,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e42e3d7bf35:0xd1e03ecfcebc1d20
Bourdelle Museum,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e670331292e59d:0x8b3c27f3b2e096ae
Monument to Balzac,4.1,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671cf211e2f9d:0x547f6ffb3c1674fb
Musée des Arts et Métiers,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1aa6c84435:0x772045ec563b1de2
Musées de La Résistance et de La Déportation,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47fa942764b66535:0x107e1922a2c74ebd
Monument aux morts de Fontenay-sous-Bois,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60dd9183c6aa3:0xde7e3137efac3348
"Fragments du monument ""A la gloire de l'expansion coloniale""",4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60d0062a16ba3:0x1f27f1ff8685b1b0
Musée Maillol,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671d5a61378a3:0x76b1344c9e5d291
Henri Cartier Bresson Foundation,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671caa1ba9da3:0x360c94ddbdba4652
Place Blanche,4.7,17,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f001ae195a3:0x407e18606eb0379f
Musée de l'Orangerie,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e2eeaaaaaa3:0xdc3fd08aa701960a
Modus Art Gallery,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0023a9ac3b:0xa473b0c18d81512a
Museum of Hunting and Nature,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0486f0aca3:0x80d622889bbbb156
Visitas Guiadas em Paris,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67172cd28a139:0x4f9d932d9cd76a0f
Belvédère de Belleville,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66de9601caaa1:0x1e1398b1bf19f9d4
Church of Saint-Gervais,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e2ade5c7a1:0x92dca220d45e87a
Musée de la Marine,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66ffb6043d7a1:0xdfd9720b1e4d2387
Monument aux Républicains Espagnols,1.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67118bb3d10a1:0xdb5ed9aac3746108
Winston Churchill Statue,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd04c1517a1:0x90a80696fb66ccab
Solidarność Monument,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fcf0f6d1339:0x3e7b49d2037db798
Atlantes de Kinsburger,3.0,2,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f627e947fa1:0xb78696083d77892d
The Centre Pompidou,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1c09b820a3:0xb7ac6c7e59dc3345
Les Pavillons de Bercy - Musée des Arts Forains,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67240f6423fa3:0x3b31b5b4616f253d
Monument au Général Diego Brosset,4.8,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fb8e925393b:0x1359aae59b27aa9b
Statue De Voltaire,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e279e05e93f:0x2130110374f401f
Monument funéraire de Joaquin Maria de Errazu,4.8,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66d79d38347a7:0xfdf1e30e0f0be66
Monument à Francis Garnier,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671f16e8b473f:0x6654eb54335c53f0
Motorcycle tour : Parisian Monuments & Hidden Gems,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671a7f0536da7:0xf8e66e98d96fa9ac
Mur des Noms,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fd48647b3f:0xa7e0d2e3e14140b3
Oasis d'Aboukir,4.5,71,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e17a78a99a7:0xca71742efb26f07
Square Jules-Ferry,3.8,543,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66de29ba4dd3f:0xc0e6ec9b25da2206
Musée Jacquemart-André,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fc7b7aef5a5:0x5d7785b84c933a2d
Street art,4.3,3,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66dda219d0d3d:0xb1f6de891f6daf51
Cabinet de Réalité Virtuelle,3.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671f1b8b800a5:0xaa809a83dec58541
Hôtel Béthune-Sully,4.1,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e03de6103d:0xd753efc0beef7570
Pont au Change,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd0b911a5:0xcce1e4febc527859
פריז,5.0,1,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f005ea52da5:0x8b51e861078cc522
99 Cameras Museum,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66558ddcf48a5:0xdcba26d961571833
Musée de La Poste,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e670347bd90a3f:0x7755aeb34b17f088
Notre-Dame-des-Blancs-Manteaux,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e03059212a7:0x25c5705b70600c86
Bassins des Lumières,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0xd552990f83e26a7:0x7f91faa2e0dd47a9
Edith Piaf Statue,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66d114dd372ab:0x423672bc7eb98976
Monument aux soldats noirs morts,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60d0072969eab:0x2204dd1d28eaba8f
Square Samuel Paty,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e75f39aa43:0xc8888b24b5980ead
Monument aux morts de la guerre franco-prussienne,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671dc8f6abbab:0x71e794c6d8aa7951
Musée Jean-Jacques Henner,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fbbf159c343:0x241a58958e574153
Musée Mémoire d'Islande / PLAERANEG GWECHALL,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x48121bf06aa8db43:0x4833fe6d738c2266
Rodin Museum Meudon,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6702a1eccdb43:0x30c621f1f39f8336
Musée Rodin,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6702a1eccdb43:0x6468d82811b67058
Le Carreau du Temple,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e05df32aca9:0x9df77983fa39fc12
Monument à Octave gréard,2.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e390b3d241:0x725d59d5bbd264a9
Louvre Pyramid,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e267a32d441:0xb0088e1f7c07f451
Monument to Human Rights,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6702046230a41:0xd0952bb85fbaf60e
Tower Philippe Auguste,4.4,13,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0338a52ea9:0x6319e2ffae012884
Monument aux victimes de la guerre 1914-1918,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67b2ea1b91fab:0x9e825199e886076
Maison de Victor Hugo,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671ffee3e8e41:0xa8588a7c755874d2
Flame of Liberty,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fdd852924ab:0xd73d632037c2fb55
Musée des Beaux-Arts de Rouen,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e0ddd7109645af:0x9836a30b9286cbd6
Domaine National du Palais-Royal,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd8767d47:0xcdcb526c397f16f5
Sainte-Chapelle,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd8767d47:0x33f441f9dc242768
Conciergerie,4.4,10964,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd8767d47:0x90ca4b466cb6316a
Centre des monuments nationaux,3.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd8767d47:0x49cf1a0012a74348
Musée d'Art Moderne de Paris,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe7988e74af:0x60dec2cd0e194c25
Musée Historique et Archéologique de l'Orléanais,4.1,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e4e4d15c5f9047:0x26fcac3ba8beec7
Écluses des Récollets,4.4,7,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f47879ade45:0xea0a65bbba1712e4
The Liberation of Paris Museum - General Leclerc Museum - Jean Moulin Museum,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67034c76cfead:0x235729aa3fc21ba6
Sculpture Du Chat,3.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6727d02f1f1ad:0xadde7d188d4b7a1a
Musée Méliès,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e673db8db60a45:0x3e4c66100a94da0a
Musée Condé,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6498f5a234f45:0xae91f807bf094b78
The Sculpture Garden,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e0cd472d744345:0x2abe33b18235062
Instituto de difusión de la Cultura y el Turismo en Italia,5.0,1,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f16d4e153ad:0xb315de09470d4c46
Deyrolle,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671d5f5c00847:0x342bc89fb4be12d1
Crypte Archéologique de l'İle de la Cité,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e176247a45:0xf30fffdcfc77bd50
Eugène Delacroix Museum,4.1,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671d857fb93ad:0x8ea31046d2dc5242
Musée National Picasso-Paris,4.4,14417,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0142746b4b:0xc191da9af2fc6df7
Fontaine de la Vierge,4.6,91,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e3be95794b:0xad01dc984b4b9128
Lamarck statue,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6713be78fa44b:0x86618e3eade04b94
MUS - Museum of Urban and Social History of Suresnes,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e664cffd27fcb3:0xdc2c5196a9295c7
Statue du Général Charles de Gaulle,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fcfdad9af49:0x24b88148803f9c33
Le Grand Assistant,4.7,3,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f3192a6efb1:0xdd64130a747995bc
Emile Decroix Memorial,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6704396530349:0xe5a2f3d5eebefb59
Lafayette Anticipations,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1cc36a1b49:0xf93718ff709fd28f
Petit Palais,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd1ce8f4349:0xf3f5be813dd2469c
Museum of the Thirties,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67ae7ad175c49:0xf929fc19478abd70
Tour de l'Horloge du Palais de la Cité,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd87412b3:0x15dc23f051802e30
Carrières des Lumières,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x12b5e142696be24f:0xad0679207d8b0d3f
Museum of National Resistance,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60c36aaa84bb7:0xedbe11d255f05642
Muséum de Toulouse,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x12aebc86a3707a4f:0xcd9775ac6d9d643c
Monnaie de Paris,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e20ac7d9f4f:0x34d87eac786f0e96
Musée national de l'histoire de l'immigration,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e672600942b74f:0x6facbd967d65b5b6
Hôtel Mezzara,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67aaed2effcb7:0x80229f3a9ac21ddd
Historial Charles de Gaulle,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd7cdd65f4d:0xadf959f5c3dfad29
Centre Pompidou administration,4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66faad5bd594d:0x90cca3e4e876c9be
Grand Synagogue of Paris,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e3261b1ed53:0xdd7beaefb40528ef
Square de l'Île-de-France,4.5,334,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e39c05e3bb:0x8808a4297e35adf
Jardin du Monument aux Mères Françaises,3.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671839b974253:0xaa40ae8985336262
Hotel Sandreville,3.8,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0230ec5753:0x9c9c3e03be2ef2aa
Monument to Eugène Flachat,3.8,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f97f39e6e53:0xdbc282cb42878255
Maison Européenne de la Photographie,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fd90ae6853:0x61f2a2056ace2ff2
Musée de la préfecture de police,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e690d17c53:0x48c8ab5b441ae053
Choco-Story Paris - Musée du Chocolat,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e16bc37e251:0x540d004fc4573f62
Place des Vosges,4.6,31416,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671ffe088e851:0x64d877a597074ca8
NextStreet Gallery,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e002351e9b9:0xc05fc5617b29a182
Palais des expositions des Beaux-Arts,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f74a541ffb9:0xee54f6995a5f0e76
Statue Anne de Bretagne,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67104cb8f51b9:0x32b06b061af2a3cc
Monument à Charles Trenet,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e60c392b9155b9:0xd60a8bb7baa86d6f
Musée du Palais Lascaris,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x12cddabca1950653:0x8d425022ef476dde
Roybet Fould Museum,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e665843f4f61b9:0x604e9fa2594c2db1
Pavillon de l'Arsenal,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671f935651253:0x9b06353c0a53ac8d
Hôtel des Invalides,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd7b98f3053:0x455a14459c80c16a
Colonnade de Perrault,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e214a3b3353:0x77ec7f6664253544
Musée de l'Armée,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd7ecd7eabf:0x761e79ce4d1d4227
Museum of Relief Maps,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd7ecd7eabf:0x1e2af690cffafca2
Monument Pierre 1er de Serbie et Alexandre 1er de Yougoslavie,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66551915a7d57:0xcbf63e8667cc66eb
Galerie Montorgueil,4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f2bec968b57:0x52a699b1e2a44bce
Tours de la cathédrale Notre-Dame de Paris,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671005351c5bd:0x42f8c16657f6dea1
Arc de Triomphe du Carrousel,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e2f4dbfd055:0x7607faa504ac5be9
Church of Notre-Dame de Bonne-Nouvelle,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e16ea6dff55:0xdb16f57b8cfdfd5f
Musée Grévin,4.4,32322,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e3e9be04a55:0x7def1a3ff98df458
Perrotin,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e00d6995555:0xaeef6d321ee79049
Histoire de Paris : Les bouquinistes de la Seine,4.8,6,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6714800f77abd:0x6aec15c36e499184
Zen+DCO,3.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e08b3b881bd:0xdded29e4025bf156
Hôtel de Sens,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fdabeb30bf:0x6e731a640e60cf15
Écluse du Temple,4.4,17,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f5836d4665b:0xc6a2a5fccf62027a
Monument à la mémoire d'Aristide Briand,4.8,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f3903f46c5b:0x543f14bbc21d42cf
Museum of the Armed Forces Health Service,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671c185fa9d5b:0x5caaa8eb698ce60
